epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,1643.67,1.1522,1.11879,1.61703,0.80472,0.76471,0.7657,0.50123,1.47859,1.50515,1.89433,0.0003269,0.0003269,0.0003269
171,1652.28,1.07096,1.05867,1.58747,0.81232,0.76471,0.80576,0.51678,1.46142,1.39937,1.86663,0.000317,0.000317,0.000317
172,1661.19,1.14007,1.09339,1.64544,0.80746,0.70588,0.81576,0.53665,1.42298,1.33578,1.82243,0.0003071,0.0003071,0.0003071
173,1670.02,1.04301,0.93276,1.52266,0.80227,0.71657,0.80984,0.50407,1.38319,1.27896,1.75999,0.0002972,0.0002972,0.0002972
174,1679,1.06751,0.99082,1.56463,0.86591,0.76005,0.80682,0.4972,1.39448,1.23807,1.7348,0.0002873,0.0002873,0.0002873
175,1687.89,1.01309,0.94871,1.4948,0.84012,0.76471,0.80385,0.49001,1.44039,1.25355,1.7485,0.0002774,0.0002774,0.0002774
176,1696.71,1.03745,0.98841,1.55748,0.80613,0.73473,0.78752,0.46741,1.51045,1.31732,1.78817,0.0002675,0.0002675,0.0002675
177,1705.46,1.08482,1.04973,1.57618,0.80318,0.70588,0.78342,0.44558,1.53845,1.36752,1.82304,0.0002576,0.0002576,0.0002576
178,1714.11,1.19646,1.10707,1.67737,0.7947,0.76471,0.78622,0.47906,1.4908,1.3218,1.7985,0.0002477,0.0002477,0.0002477
179,1723,1.04892,0.9587,1.52005,0.80573,0.76471,0.78867,0.49469,1.44727,1.2906,1.78774,0.0002378,0.0002378,0.0002378
180,1731.93,1.09358,1.0409,1.59768,0.79455,0.76471,0.80252,0.49955,1.42635,1.27065,1.77304,0.0002279,0.0002279,0.0002279
181,1740.87,1.11393,1.04189,1.57914,0.80609,0.76471,0.80237,0.48804,1.42863,1.28937,1.78637,0.000218,0.000218,0.000218
182,1749.65,1.06367,0.9646,1.57422,0.81077,0.75657,0.81479,0.4838,1.45015,1.31569,1.79882,0.0002081,0.0002081,0.0002081
183,1758.32,1.01043,0.98655,1.56323,0.80901,0.74829,0.8165,0.5002,1.4374,1.29433,1.78423,0.0001982,0.0001982,0.0001982
184,1767.21,1.1071,1.00033,1.60405,0.78801,0.70588,0.80663,0.52864,1.40087,1.24494,1.76957,0.0001883,0.0001883,0.0001883
185,1776.97,0.98148,0.9404,1.50079,0.8017,0.76471,0.8291,0.54869,1.39421,1.1669,1.73105,0.0001784,0.0001784,0.0001784
186,1785.56,0.9541,0.91991,1.47775,0.78741,0.76471,0.83376,0.54456,1.36788,1.15849,1.71204,0.0001685,0.0001685,0.0001685
187,1794.26,0.98009,0.92692,1.51802,0.81163,0.76062,0.83431,0.54402,1.36927,1.1438,1.70789,0.0001586,0.0001586,0.0001586
188,1803.37,1.01307,0.98539,1.52411,0.81184,0.76162,0.83478,0.54421,1.37289,1.14932,1.7061,0.0001487,0.0001487,0.0001487
189,1812.62,0.97768,0.89261,1.49625,0.81183,0.76156,0.81588,0.52744,1.37972,1.1594,1.70194,0.0001388,0.0001388,0.0001388
190,1822.8,1.05106,0.95761,1.54394,0.81159,0.76044,0.82021,0.5208,1.40637,1.19091,1.71246,0.0001289,0.0001289,0.0001289
191,1847.98,0.93178,1.488,1.46736,0.80762,0.76471,0.82304,0.52076,1.4144,1.21676,1.72358,0.000119,0.000119,0.000119
192,1856.85,0.92678,1.44901,1.50721,0.79817,0.76471,0.82686,0.51982,1.41682,1.23962,1.7314,0.0001091,0.0001091,0.0001091
193,1865.64,0.89804,1.35847,1.42846,0.79555,0.76471,0.82628,0.51913,1.42127,1.25368,1.73775,9.92e-05,9.92e-05,9.92e-05
194,1876.55,0.90592,1.24444,1.43871,0.79086,0.76471,0.81481,0.51256,1.42728,1.26174,1.74152,8.93e-05,8.93e-05,8.93e-05
195,1951.22,0.8831,1.16929,1.40549,0.79777,0.76471,0.81407,0.50462,1.44352,1.28716,1.75092,7.94e-05,7.94e-05,7.94e-05
196,1967.1,0.93386,1.19219,1.48151,0.86503,0.76471,0.81612,0.4941,1.45737,1.30738,1.75985,6.95e-05,6.95e-05,6.95e-05
197,1977.7,0.90841,1.14227,1.44985,0.86526,0.76471,0.82148,0.48466,1.46693,1.32646,1.76977,5.96e-05,5.96e-05,5.96e-05
198,1988.66,0.90781,1.1686,1.47248,0.86025,0.72507,0.82555,0.48624,1.45403,1.331,1.75941,4.97e-05,4.97e-05,4.97e-05
199,1997.94,0.85493,1.03846,1.41367,0.8669,0.70588,0.82856,0.49802,1.45866,1.3226,1.76732,3.98e-05,3.98e-05,3.98e-05
200,2007.21,0.91312,1.09647,1.50263,0.89312,0.70588,0.82906,0.51609,1.44367,1.30973,1.75697,2.99e-05,2.99e-05,2.99e-05
